1,73, High school graduate, Widowed, Female, Nonfiler,20401.08,2596.41 Not in universe, United-States, Native- Born in the United States,0
218,24, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,6335.40,633.54 Not in universe, China, Foreign born- U S citizen by naturalization,52
219,19, Associates degree-occup /vocational, Never married, Female, Single,31280.16,4228.27 Not in universe, United-States, Native- Born in the United States,52
220,52, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Male, Joint both under 65,12779.52,1277.95 Not in universe, United-States, Native- Born in the United States,52
221,27, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,13877.28,1387.73 Not in universe, United-States, Native- Born in the United States,45
222,41, High school graduate, Married-civilian spouse present, Male, Joint both under 65,19998.60,2072.29 Not in universe, United-States, Native- Born in the United States,52
223,33, Bachelors degree(BA AB BS), Never married, Female, Single,22703.40,2941.76 Not in universe, United-States, Native- Born in the United States,52
224,27, High school graduate, Married-civilian spouse present, Female, Joint both under 65,27493.92,3196.59 Not in universe, United-States, Native- Born in the United States,52
225,76, High school graduate, Married-civilian spouse present, Female, Nonfiler,18266.52,2276.23 Not in universe, United-States, Native- Born in the United States,0
226,27, 7th and 8th grade, Married-civilian spouse present, Male, Joint both under 65,13605.96,1360.60 Not in universe, Mexico, Foreign born- Not a citizen of U S ,52
227,31, High school graduate, Married-civilian spouse present, Female, Joint both under 65,17160.60,1716.06 Not in universe, ?, Foreign born- Not a citizen of U S ,0
228,58, Associates degree-academic program, Married-civilian spouse present, Female, Joint both under 65,26130.36,2992.05 Not in universe, Poland, Foreign born- Not a citizen of U S ,52
229,30, High school graduate, Married-civilian spouse present, Female, Nonfiler,14115.84,1653.63 Not in universe, United-States, Native- Born in the United States,14
230,65, 10th grade, Married-civilian spouse present, Male, Joint one under 65 & one 65+,30079.32,3584.40 Not in universe, United-States, Native- Born in the United States,0
231,16, 9th grade, Never married, Male, Nonfiler,43201.20,6571.55 Both parents present, United-States, Native- Born in the United States,6
232,68, 11th grade, Married-civilian spouse present, Male, Nonfiler,51427.68,8628.17 Not in universe, United-States, Native- Born in the United States,0
233,27, High school graduate, Married-civilian spouse present, Female, Joint both under 65,8448.12,844.81 Not in universe, Dominican-Republic, Foreign born- Not a citizen of U S ,36
234,58, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Female, Joint both under 65,23435.16,2587.77 Not in universe, United-States, Native- Born in the United States,52
235,56, High school graduate, Never married, Female, Nonfiler,13979.88,1633.23 Not in universe, United-States, Native- Born in the United States,0
236,34, High school graduate, Married-civilian spouse present, Male, Joint both under 65,35655.00,4420.75 Not in universe, United-States, Native- Born in the United States,52
237,70, High school graduate, Married-civilian spouse present, Male, Joint both 65+,7494.72,749.47 Not in universe, United-States, Native- Born in the United States,0
238,46, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,15536.40,1553.64 Not in universe, United-States, Native- Born in the United States,39
239,15, 7th and 8th grade, Never married, Male, Single,4418.76,441.88 Both parents present, United-States, Native- Born in the United States,16
240,22, Associates degree-occup /vocational, Never married, Male, Single,25955.28,3429.54 Not in universe, United-States, Native- Born in the United States,52
241,63, 9th grade, Married-civilian spouse present, Male, Joint both under 65,22525.20,2451.28 Not in universe, United-States, Native- Born in the United States,52
242,46, High school graduate, Married-civilian spouse present, Male, Joint both under 65,12531.36,1253.14 Not in universe, United-States, Native- Born in the United States,52
243,15, 7th and 8th grade, Never married, Female, Nonfiler,10763.16,1150.72 Not in universe, United-States, Native- Born in the United States,0
244,18, Some college but no degree, Never married, Male, Single,36923.64,5074.80 Not in universe, United-States, Native- Born in the United States,52
245,15, 7th and 8th grade, Never married, Female, Nonfiler,23619.96,3079.24 Mother only present, United-States, Native- Born in the United States,0
246,17, 9th grade, Never married, Male, Nonfiler,14854.56,1764.43 Both parents present, United-States, Native- Born in the United States,0
247,83, High school graduate, Married-civilian spouse present, Female, Nonfiler,26532.72,3516.16 Not in universe, United-States, Native- Born in the United States,0
248,34, High school graduate, Divorced, Female, Single,23900.04,3121.26 Not in universe, United-States, Native- Born in the United States,52
249,25, High school graduate, Married-civilian spouse present, Female, Joint both under 65,34184.76,4200.21 Not in universe, United-States, Native- Born in the United States,44
250,35, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,9381.48,938.15 Not in universe, United-States, Native- Born in the United States,52
251,76, 5th or 6th grade, Never married, Male, Single,30070.08,4046.76 Not in universe, United-States, Native- Born in the United States,52
252,22, Bachelors degree(BA AB BS), Never married, Female, Single,19809.36,2507.65 Not in universe, United-States, Native- Born in the United States,52
253,43, Bachelors degree(BA AB BS), Married-spouse absent, Male, Single,18825.84,2360.13 Not in universe, Poland, Foreign born- Not a citizen of U S ,26
254,40, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,9572.64,957.26 Not in universe, United-States, Native- Born in the United States,48
255,24, 5th or 6th grade, Never married, Male, Single,20379.72,2593.21 Not in universe, United-States, Native- Born in the United States,52
256,66, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both 65+,22381.08,2429.66 Not in universe, United-States, Native- Born in the United States,52
257,53, 10th grade, Married-civilian spouse present, Male, Joint both under 65,6218.76,621.88 Not in universe, United-States, Native- Born in the United States,52
258,23, Some college but no degree, Never married, Female, Head of household,46089.24,6250.89 Not in universe, United-States, Native- Born in the United States,52
259,29, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,18028.20,1802.82 Not in universe, United-States, Native- Born in the United States,52
260,73, High school graduate, Married-civilian spouse present, Female, Joint both 65+,21609.72,2313.96 Not in universe, United-States, Native- Born in the United States,0
261,43, High school graduate, Married-civilian spouse present, Male, Joint both under 65,8518.44,851.84 Not in universe, Nicaragua, Foreign born- Not a citizen of U S ,51
262,35, High school graduate, Married-civilian spouse present, Female, Joint both under 65,17951.28,1795.13 Not in universe, United-States, Native- Born in the United States,50
263,34, 7th and 8th grade, Never married, Male, Nonfiler,31130.88,4205.88 Not in universe, United-States, Native- Born in the United States,0
264,26, Associates degree-academic program, Married-civilian spouse present, Female, Joint both under 65,37856.52,4750.98 Not in universe, United-States, Native- Born in the United States,52
265,50, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,30310.56,3619.08 Not in universe, United-States, Native- Born in the United States,40
266,71, High school graduate, Married-civilian spouse present, Male, Nonfiler,15829.20,1910.63 Not in universe, United-States, Native- Born in the United States,0
267,54, High school graduate, Married-civilian spouse present, Female, Joint both under 65,21800.88,2342.63 Not in universe, United-States, Native- Born in the United States,0
268,33, Associates degree-academic program, Married-spouse absent, Male, Head of household,26769.60,3352.94 Not in universe, United-States, Native- Born in the United States,52
269,34, High school graduate, Divorced, Female, Head of household,4497.48,449.75 Not in universe, United-States, Native- Born in the United States,52
270,69, High school graduate, Widowed, Female, Single,11963.04,1330.71 Not in universe, United-States, Native- Born in the United States,0
271,35, High school graduate, Married-civilian spouse present, Female, Joint both under 65,14836.08,1483.61 Not in universe, Poland, Foreign born- U S citizen by naturalization,0
272,45, Some college but no degree, Divorced, Male, Single,23059.56,2995.18 Not in universe, Germany, Foreign born- U S citizen by naturalization,51
273,64, 11th grade, Married-civilian spouse present, Female, Nonfiler,20418.00,2598.95 Not in universe, United-States, Native- Born in the United States,0
274,62, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,33459.24,4091.39 Not in universe, United-States, Native- Born in the United States,30
